Distance,Gender,Category,TimeFrom,TimeTo,Points
10,Female,Great Grand Master,0 days 01:49:31,0 days 02:00:00,4
10,Female,Great Grand Master,0 days 02:00:01,106751 days 23:47:16.854775807,1
13,Female,Junior,0 days 00:00:00,0 days 00:56:00,10
13,Female,Junior,0 days 00:56:01,0 days 00:59:39,9
13,Female,Junior,0 days 00:59:40,0 days 01:03:41,8
13,Female,Junior,0 days 01:03:42,0 days 01:08:26,7
13,Female,Junior,0 days 01:08:27,0 days 01:13:48,6
13,Female,Junior,0 days 01:13:49,0 days 01:20:09,5
13,Female,Junior,0 days 01:20:10,0 days 01:27:50,4
13,Female,Junior,0 days 01:27:51,0 days 01:37:21,3
13,Female,Junior,0 days 01:37:22,0 days 01:48:42,2
13,Female,Junior,0 days 01:48:43,106751 days 23:47:16.854775807,1
13,Female,Senior,0 days 00:00:00,0 days 00:56:00,10
13,Female,Senior,0 days 00:56:01,0 days 00:59:39,9
13,Female,Senior,0 days 00:59:40,0 days 01:03:41,8
13,Female,Senior,0 days 01:03:42,0 days 01:08:26,7
13,Female,Senior,0 days 01:08:27,0 days 01:13:48,6
13,Female,Senior,0 days 01:13:49,0 days 01:20:09,5
13,Female,Senior,0 days 01:20:10,0 days 01:27:50,4
13,Female,Senior,0 days 01:27:51,0 days 01:37:21,3
13,Female,Senior,0 days 01:37:22,0 days 01:48:42,2
13,Female,Senior,0 days 01:48:43,106751 days 23:47:16.854775807,1
13,Female,Veteran,0 days 00:00:00,0 days 00:57:17,10
13,Female,Veteran,0 days 00:57:18,0 days 01:01:01,9
13,Female,Veteran,0 days 01:01:02,0 days 01:05:09,8
13,Female,Veteran,0 days 01:05:10,0 days 01:10:01,7
13,Female,Veteran,0 days 01:10:02,0 days 01:15:30,6
13,Female,Veteran,0 days 01:15:31,0 days 01:21:59,5
13,Female,Veteran,0 days 01:22:00,0 days 01:29:51,4
13,Female,Veteran,0 days 01:29:52,0 days 01:39:35,3
13,Female,Veteran,0 days 01:39:36,0 days 01:51:11,2
13,Female,Veteran,0 days 01:51:12,106751 days 23:47:16.854775807,1
13,Female,Master,0 days 00:00:00,0 days 01:03:04,10
13,Female,Master,0 days 01:03:05,0 days 01:07:12,9
13,Female,Master,0 days 01:07:13,0 days 01:11:44,8
13,Female,Master,0 days 01:11:45,0 days 01:17:05,7
13,Female,Master,0 days 01:17:06,0 days 01:23:08,6
13,Female,Master,0 days 01:23:09,0 days 01:30:17,5
13,Female,Master,0 days 01:30:18,0 days 01:38:56,4
13,Female,Master,0 days 01:38:57,0 days 01:49:39,3
13,Female,Master,0 days 01:49:40,0 days 02:02:26,2
13,Female,Master,0 days 02:02:27,106751 days 23:47:16.854775807,1
13,Female,Grand Master,0 days 00:00:00,0 days 01:11:26,10
13,Female,Grand Master,0 days 01:11:27,0 days 01:16:07,9
13,Female,Grand Master,0 days 01:16:08,0 days 01:21:15,8
13,Female,Grand Master,0 days 01:21:16,0 days 01:27:19,7
13,Female,Grand Master,0 days 01:27:20,0 days 01:34:10,6
13,Female,Grand Master,0 days 01:34:11,0 days 01:42:15,5
13,Female,Grand Master,0 days 01:42:16,0 days 01:52:04,4
13,Female,Grand Master,0 days 01:52:05,0 days 02:04:12,3
13,Female,Grand Master,0 days 02:04:13,0 days 02:18:41,2
13,Female,Grand Master,0 days 02:18:42,106751 days 23:47:16.854775807,1
13,Female,Great Grand Master,0 days 00:00:00,0 days 01:22:42,10
13,Female,Great Grand Master,0 days 01:22:43,0 days 01:28:06,9
13,Female,Great Grand Master,0 days 01:28:07,0 days 01:34:03,8
13,Female,Great Grand Master,0 days 01:34:04,0 days 01:41:05,7
13,Female,Great Grand Master,0 days 01:41:06,0 days 01:49:01,6
13,Female,Great Grand Master,0 days 01:49:02,0 days 01:58:23,5
13,Female,Great Grand Master,0 days 01:58:24,0 days 02:09:44,4
13,Female,Great Grand Master,0 days 02:09:45,0 days 02:23:47,3
13,Female,Great Grand Master,0 days 02:23:48,106751 days 23:47:16.854775807,1
13,Female,Great Grand Master,0 days 00:00:00,0 days 01:38:09,10
13,Female,Great Grand Master,0 days 01:38:10,0 days 01:44:34,9
13,Female,Great Grand Master,0 days 01:44:35,0 days 01:51:37,8
13,Female,Great Grand Master,0 days 01:51:38,0 days 01:59:58,7
13,Female,Great Grand Master,0 days 01:59:59,0 days 02:09:22,6
13,Female,Great Grand Master,0 days 02:09:23,0 days 02:20:29,5
13,Female,Great Grand Master,0 days 02:20:30,0 days 02:33:58,4
13,Female,Great Grand Master,0 days 02:33:59,106751 days 23:47:16.854775807,1
15,Female,Junior,0 days 00:00:00,0 days 01:05:15,10
15,Female,Junior,0 days 01:05:16,0 days 01:09:23,9
15,Female,Junior,0 days 01:09:24,0 days 01:14:15,8
15,Female,Junior,0 days 01:14:16,0 days 01:19:53,7
15,Female,Junior,0 days 01:19:53,0 days 01:26:15,6
15,Female,Junior,0 days 01:26:16,0 days 01:33:45,5
15,Female,Junior,0 days 01:33:46,0 days 01:42:22,4
15,Female,Junior,0 days 01:42:23,0 days 01:53:15,3
15,Female,Junior,0 days 01:53:16,0 days 02:06:45,2
15,Female,Junior,0 days 02:06:46,106751 days 23:47:16.854775807,1
15,Female,Senior,0 days 00:00:00,0 days 01:05:15,10
15,Female,Senior,0 days 01:05:16,0 days 01:09:23,9
15,Female,Senior,0 days 01:09:24,0 days 01:14:15,8
15,Female,Senior,0 days 01:14:16,0 days 01:19:53,7
15,Female,Senior,0 days 01:19:53,0 days 01:26:15,6
15,Female,Senior,0 days 01:26:16,0 days 01:33:45,5
15,Female,Senior,0 days 01:33:46,0 days 01:42:22,4
15,Female,Senior,0 days 01:42:23,0 days 01:53:15,3
15,Female,Senior,0 days 01:53:16,0 days 02:06:45,2
15,Female,Senior,0 days 02:06:46,106751 days 23:47:16.854775807,1
15,Female,Veteran,0 days 00:00:00,0 days 01:06:45,10
15,Female,Veteran,0 days 01:06:46,0 days 01:11:15,9
15,Female,Veteran,0 days 01:11:16,0 days 01:16:08,8
15,Female,Veteran,0 days 01:16:09,0 days 01:21:45,7
15,Female,Veteran,0 days 01:21:46,0 days 01:28:30,6
15,Female,Veteran,0 days 01:28:31,0 days 01:36:00,5
15,Female,Veteran,0 days 01:36:01,0 days 01:45:23,4
15,Female,Veteran,0 days 01:45:24,0 days 01:56:15,3
15,Female,Veteran,0 days 01:56:16,0 days 02:10:07,2
15,Female,Veteran,0 days 02:10:08,106751 days 23:47:16.854775807,1
15,Female,Master,0 days 00:00:00,0 days 01:13:30,10
15,Female,Master,0 days 01:13:31,0 days 01:18:00,9
15,Female,Master,0 days 01:18:01,0 days 01:23:38,8
15,Female,Master,0 days 01:23:39,0 days 01:29:38,7
15,Female,Master,0 days 01:29:38,0 days 01:37:08,6
15,Female,Master,0 days 01:37:09,0 days 01:45:23,5
15,Female,Master,0 days 01:45:24,0 days 01:55:30,4
15,Female,Master,0 days 01:55:31,0 days 02:07:53,3
15,Female,Master,0 days 02:07:54,0 days 02:22:52,2
15,Female,Master,0 days 02:22:54,106751 days 23:47:16.854775807,1
15,Female,Grand Master,0 days 00:00:00,0 days 01:23:15,10
15,Female,Grand Master,0 days 01:23:16,0 days 01:28:52,9
15,Female,Grand Master,0 days 01:28:54,0 days 01:34:52,8
15,Female,Grand Master,0 days 01:34:54,0 days 01:42:00,7
15,Female,Grand Master,0 days 01:42:01,0 days 01:49:52,6
15,Female,Grand Master,0 days 01:49:53,0 days 01:59:37,5
15,Female,Grand Master,0 days 01:59:38,0 days 02:11:15,4
15,Female,Grand Master,0 days 02:11:16,0 days 02:24:45,3
15,Female,Grand Master,0 days 02:24:46,0 days 02:42:00,2
15,Female,Grand Master,0 days 02:42:01,106751 days 23:47:16.854775807,1
15,Female,Great Grand Master,0 days 00:00:00,0 days 01:36:22,10
15,Female,Great Grand Master,0 days 01:36:23,0 days 01:42:22,9
15,Female,Great Grand Master,0 days 01:42:23,0 days 01:49:30,8
15,Female,Great Grand Master,0 days 01:49:31,0 days 01:57:45,7
15,Female,Great Grand Master,0 days 01:57:46,0 days 02:07:07,6
15,Female,Great Grand Master,0 days 02:07:08,0 days 02:18:22,5
15,Female,Great Grand Master,0 days 02:18:23,0 days 02:31:30,4
15,Female,Great Grand Master,0 days 02:31:31,0 days 02:47:37,3
15,Female,Great Grand Master,0 days 02:47:39,106751 days 23:47:16.854775807,1
15,Female,Great Grand Master,0 days 00:00:00,0 days 01:54:22,10
15,Female,Great Grand Master,0 days 01:54:24,0 days 02:01:53,9
15,Female,Great Grand Master,0 days 02:01:54,0 days 02:10:07,8
15,Female,Great Grand Master,0 days 02:10:08,0 days 02:19:53,7
15,Female,Great Grand Master,0 days 02:19:54,0 days 02:31:07,6
15,Female,Great Grand Master,0 days 02:31:09,0 days 02:44:15,5
15,Female,Great Grand Master,0 days 02:44:16,0 days 03:00:00,4
15,Female,Great Grand Master,0 days 03:00:01,106751 days 23:47:16.854775807,1
21,Female,Junior,0 days 00:00:00,0 days 01:34:45,10
21,Female,Junior,0 days 01:34:46,0 days 01:41:00,9
21,Female,Junior,0 days 01:41:01,0 days 01:47:45,8
21,Female,Junior,0 days 01:47:46,0 days 01:55:45,7
21,Female,Junior,0 days 01:55:46,0 days 02:05:15,6
21,Female,Junior,0 days 02:05:16,0 days 02:16:00,5
21,Female,Junior,0 days 02:16:01,0 days 02:29:00,4
21,Female,Junior,0 days 02:29:01,0 days 02:44:45,3
21,Female,Junior,0 days 02:44:46,0 days 03:03:15,2
21,Female,Junior,0 days 03:03:16,106751 days 23:47:16.854775807,1
21,Female,Senior,0 days 00:00:00,0 days 01:33:45,10
21,Female,Senior,0 days 01:33:46,0 days 01:40:00,9
21,Female,Senior,0 days 01:40:01,0 days 01:46:45,8
21,Female,Senior,0 days 01:46:46,0 days 01:54:45,7
21,Female,Senior,0 days 01:54:46,0 days 02:04:00,6
21,Female,Senior,0 days 02:04:01,0 days 02:14:45,5
21,Female,Senior,0 days 02:14:46,0 days 02:27:45,4
21,Female,Senior,0 days 02:27:46,0 days 02:43:15,3
21,Female,Senior,0 days 02:43:16,0 days 03:02:30,2
21,Female,Senior,0 days 03:02:31,106751 days 23:47:16.854775807,1
21,Female,Veteran,0 days 00:00:00,0 days 01:36:15,10
21,Female,Veteran,0 days 01:36:16,0 days 01:42:30,9
21,Female,Veteran,0 days 01:42:31,0 days 01:49:45,8
21,Female,Veteran,0 days 01:49:46,0 days 01:57:45,7
21,Female,Veteran,0 days 01:57:46,0 days 02:07:15,6
21,Female,Veteran,0 days 02:07:16,0 days 02:18:15,5
21,Female,Veteran,0 days 02:18:16,0 days 02:31:30,4
21,Female,Veteran,0 days 02:31:31,0 days 02:47:30,3
21,Female,Veteran,0 days 02:47:31,0 days 03:07:15,2
21,Female,Veteran,0 days 03:07:16,106751 days 23:47:16.854775807,1
21,Female,Master,0 days 00:00:00,0 days 01:46:00,10
21,Female,Master,0 days 01:46:01,0 days 01:52:45,9
21,Female,Master,0 days 01:52:46,0 days 02:00:30,8
21,Female,Master,0 days 02:00:31,0 days 02:09:30,7
21,Female,Master,0 days 02:09:31,0 days 02:20:00,6
21,Female,Master,0 days 02:20:01,0 days 02:32:00,5
21,Female,Master,0 days 02:32:01,0 days 02:46:45,4
21,Female,Master,0 days 02:46:46,0 days 03:04:15,3
21,Female,Master,0 days 03:04:16,0 days 03:36:00,2
21,Female,Master,0 days 03:36:01,106751 days 23:47:16.854775807,1
21,Female,Grand Master,0 days 00:00:00,0 days 02:00:15,10
21,Female,Grand Master,0 days 02:00:16,0 days 02:08:00,9
21,Female,Grand Master,0 days 02:08:01,0 days 02:17:00,8
21,Female,Grand Master,0 days 02:17:01,0 days 02:27:00,7
21,Female,Grand Master,0 days 02:27:01,0 days 02:38:45,6
21,Female,Grand Master,0 days 02:38:46,0 days 02:52:45,5
21,Female,Grand Master,0 days 02:52:46,0 days 03:09:15,4
21,Female,Grand Master,0 days 03:09:16,0 days 03:29:15,3
21,Female,Grand Master,0 days 03:29:16,0 days 03:54:00,2
21,Female,Grand Master,0 days 03:54:01,106751 days 23:47:16.854775807,1
21,Female,Great Grand Master,0 days 00:00:00,0 days 02:19:15,10
21,Female,Great Grand Master,0 days 02:19:16,0 days 02:28:15,9
21,Female,Great Grand Master,0 days 02:28:16,0 days 02:38:30,8
21,Female,Great Grand Master,0 days 02:38:31,0 days 02:50:15,7
21,Female,Great Grand Master,0 days 02:50:16,106751 days 23:47:16.854775807,1
21,Female,Great Grand Master,0 days 00:00:00,0 days 02:48:00,10
21,Female,Great Grand Master,0 days 02:48:01,0 days 02:58:45,9
21,Female,Great Grand Master,0 days 02:58:46,106751 days 23:47:16.854775807,1
26,Female,Junior,0 days 00:00:00,0 days 01:56:09,10
26,Female,Junior,0 days 01:56:10,0 days 02:03:45,9
26,Female,Junior,0 days 02:03:46,0 days 02:12:06,8
26,Female,Junior,0 days 02:12:07,0 days 02:21:58,7
26,Female,Junior,0 days 02:21:59,0 days 02:33:06,6
26,Female,Junior,0 days 02:33:07,0 days 02:46:16,5
26,Female,Junior,0 days 02:46:17,0 days 03:02:12,4
26,Female,Junior,0 days 03:02:13,106751 days 23:47:16.854775807,1
26,Female,Senior,0 days 00:00:00,0 days 01:54:56,10
26,Female,Senior,0 days 01:54:57,0 days 02:02:26,9
26,Female,Senior,0 days 02:02:27,0 days 02:10:42,8
26,Female,Senior,0 days 02:10:43,0 days 02:20:28,7
26,Female,Senior,0 days 02:20:29,0 days 02:31:29,6
26,Female,Senior,0 days 02:31:30,0 days 02:44:30,5
26,Female,Senior,0 days 02:44:31,0 days 03:00:17,4
26,Female,Senior,0 days 03:00:18,106751 days 23:47:16.854775807,1
26,Female,Veteran,0 days 00:00:00,0 days 01:58:00,10
26,Female,Veteran,0 days 01:58:01,0 days 02:05:42,9
26,Female,Veteran,0 days 02:05:43,0 days 02:14:11,8
26,Female,Veteran,0 days 02:14:12,0 days 02:24:13,7
26,Female,Veteran,0 days 02:24:14,0 days 02:35:31,6
26,Female,Veteran,0 days 02:35:32,0 days 02:48:54,5
26,Female,Veteran,0 days 02:48:55,0 days 03:05:05,4
26,Female,Veteran,0 days 03:05:06,106751 days 23:47:16.854775807,1
26,Female,Master,0 days 00:00:00,0 days 02:09:57,10
26,Female,Master,0 days 02:09:58,0 days 02:18:26,9
26,Female,Master,0 days 02:18:27,0 days 02:27:47,8
26,Female,Master,0 days 02:27:48,0 days 02:38:49,7
26,Female,Master,0 days 02:38:50,0 days 02:51:17,6
26,Female,Master,0 days 02:51:18,106751 days 23:47:16.854775807,1
26,Female,Grand Master,0 days 00:00:00,0 days 02:27:25,10
26,Female,Grand Master,0 days 02:27:26,0 days 02:37:03,9
26,Female,Grand Master,0 days 02:37:04,0 days 02:47:39,8
26,Female,Grand Master,0 days 02:47:40,0 days 03:00:10,7
26,Female,Grand Master,0 days 03:00:11,106751 days 23:47:16.854775807,1
26,Female,Great Grand Master,0 days 00:00:00,0 days 02:50:42,10
26,Female,Great Grand Master,0 days 02:50:43,0 days 03:01:52,9
26,Female,Great Grand Master,0 days 03:01:53,106751 days 23:47:16.854775807,1
32,Female,Junior,0 days 00:00:00,0 days 02:24:23,10
32,Female,Junior,0 days 02:24:24,0 days 02:33:54,9
32,Female,Junior,0 days 02:33:55,0 days 02:44:11,8
32,Female,Junior,0 days 02:44:12,0 days 02:56:23,7
32,Female,Junior,0 days 02:56:24,0 days 03:10:51,6
32,Female,Junior,0 days 03:10:52,0 days 03:27:14,5
32,Female,Junior,0 days 03:27:15,106751 days 23:47:16.854775807,1
32,Female,Senior,0 days 00:00:00,0 days 02:22:51,10
32,Female,Senior,0 days 02:22:52,0 days 02:32:23,9
32,Female,Senior,0 days 02:32:24,0 days 02:42:40,8
32,Female,Senior,0 days 02:42:41,0 days 02:54:51,7
32,Female,Senior,0 days 02:54:52,0 days 03:08:57,6
32,Female,Senior,0 days 03:08:58,0 days 03:25:20,5
32,Female,Senior,0 days 03:25:21,106751 days 23:47:16.854775807,1
32,Female,Veteran,0 days 00:00:00,0 days 02:26:40,10
32,Female,Veteran,0 days 02:26:41,0 days 02:36:11,9
32,Female,Veteran,0 days 02:36:12,0 days 02:47:14,8
32,Female,Veteran,0 days 02:47:15,0 days 02:59:26,7
32,Female,Veteran,0 days 02:59:27,0 days 03:13:54,6
32,Female,Veteran,0 days 03:13:55,0 days 03:30:40,5
32,Female,Veteran,0 days 03:30:41,0 days 03:50:51,4
32,Female,Veteran,0 days 03:50:52,106751 days 23:47:16.854775807,1
32,Female,Master,0 days 00:00:00,0 days 02:41:31,10
32,Female,Master,0 days 02:41:32,0 days 02:51:49,9
32,Female,Master,0 days 02:51:50,0 days 03:03:37,8
32,Female,Master,0 days 03:03:38,0 days 03:17:20,7
32,Female,Master,0 days 03:17:21,0 days 03:33:20,6
32,Female,Master,0 days 03:33:21,106751 days 23:47:16.854775807,1
32,Female,Grand Master,0 days 00:00:00,0 days 03:03:14,10
32,Female,Grand Master,0 days 03:03:15,0 days 03:15:03,9
32,Female,Grand Master,0 days 03:15:04,0 days 03:28:46,8
32,Female,Grand Master,0 days 03:28:47,0 days 03:44:00,7
32,Female,Grand Master,0 days 03:44:01,106751 days 23:47:16.854775807,1
32,Female,Great Grand Master,0 days 00:00:00,0 days 03:32:11,10
32,Female,Great Grand Master,0 days 03:32:12,0 days 03:45:54,9
32,Female,Great Grand Master,0 days 03:45:55,106751 days 23:47:16.854775807,1
42,Female,Junior,0 days 00:00:00,0 days 03:09:30,10
42,Female,Junior,0 days 03:09:31,0 days 03:22:00,9
42,Female,Junior,0 days 03:22:01,0 days 03:35:30,8
42,Female,Junior,0 days 03:35:31,0 days 03:51:30,7
42,Female,Junior,0 days 03:51:31,0 days 04:10:30,6
42,Female,Junior,0 days 04:10:31,0 days 04:32:00,5
42,Female,Junior,0 days 04:32:01,0 days 04:58:00,4
42,Female,Junior,0 days 04:58:01,0 days 05:29:30,3
42,Female,Junior,0 days 05:29:31,106751 days 23:47:16.854775807,1
42,Female,Senior,0 days 00:00:00,0 days 03:07:30,10
42,Female,Senior,0 days 03:07:31,0 days 03:20:00,9
42,Female,Senior,0 days 03:20:01,0 days 03:33:30,8
42,Female,Senior,0 days 03:33:31,0 days 03:49:30,7
42,Female,Senior,0 days 03:49:31,0 days 04:08:00,6
42,Female,Senior,0 days 04:08:01,0 days 04:29:30,5
42,Female,Senior,0 days 04:29:31,0 days 04:55:30,4
42,Female,Senior,0 days 04:55:31,0 days 05:26:30,3
42,Female,Senior,0 days 05:26:31,106751 days 23:47:16.854775807,1
42,Female,Veteran,0 days 00:00:00,0 days 03:12:30,10
42,Female,Veteran,0 days 03:12:31,0 days 03:25:00,9
42,Female,Veteran,0 days 03:25:01,0 days 03:39:30,8
42,Female,Veteran,0 days 03:39:31,0 days 03:55:30,7
42,Female,Veteran,0 days 03:55:31,0 days 04:14:30,6
42,Female,Veteran,0 days 04:14:31,0 days 04:36:30,5
42,Female,Veteran,0 days 04:36:31,0 days 05:03:00,4
42,Female,Veteran,0 days 05:03:01,106751 days 23:47:16.854775807,1
42,Female,Master,0 days 00:00:00,0 days 03:32:00,10
42,Female,Master,0 days 03:32:01,0 days 03:45:30,9
42,Female,Master,0 days 03:45:31,0 days 04:01:00,8
42,Female,Master,0 days 04:01:01,0 days 04:19:00,7
42,Female,Master,0 days 04:19:01,0 days 04:40:00,6
42,Female,Master,0 days 04:40:01,0 days 05:04:00,5
42,Female,Master,0 days 05:04:01,106751 days 23:47:16.854775807,1
42,Female,Grand Master,0 days 00:00:00,0 days 04:00:30,10
42,Female,Grand Master,0 days 04:00:31,0 days 04:16:00,9
42,Female,Grand Master,0 days 04:16:01,0 days 04:34:00,8
42,Female,Grand Master,0 days 04:34:01,0 days 04:54:00,7
42,Female,Grand Master,0 days 04:54:01,0 days 05:17:30,6
42,Female,Grand Master,0 days 05:17:31,106751 days 23:47:16.854775807,1
42,Female,Great Grand Master,0 days 00:00:00,0 days 04:38:30,10
42,Female,Great Grand Master,0 days 04:38:31,0 days 04:56:30,9
42,Female,Great Grand Master,0 days 04:56:31,0 days 05:17:00,8
42,Female,Great Grand Master,0 days 05:17:01,0 days 05:40:30,7
42,Female,Great Grand Master,0 days 05:40:31,106751 days 23:47:16.854775807,1
42,Female,Great Grand Master,0 days 00:00:00,0 days 05:36:00,10
42,Female,Great Grand Master,0 days 05:36:01,0 days 05:57:30,9
42,Female,Great Grand Master,0 days 05:57:31,106751 days 23:47:16.854775807,1
50,Female,Junior,0 days 00:00:00,0 days 03:45:36,10
50,Female,Junior,0 days 03:45:37,0 days 04:00:29,9
50,Female,Junior,0 days 04:00:30,0 days 04:16:33,8
50,Female,Junior,0 days 04:16:34,0 days 04:35:36,7
50,Female,Junior,0 days 04:35:37,0 days 04:58:13,6
50,Female,Junior,0 days 04:58:14,0 days 05:23:49,5
50,Female,Junior,0 days 05:23:50,0 days 05:54:46,4
50,Female,Junior,0 days 05:54:47,0 days 06:32:16,3
50,Female,Junior,0 days 06:32:17,106751 days 23:47:16.854775807,1
50,Female,Senior,0 days 00:00:00,0 days 03:43:13,10
50,Female,Senior,0 days 03:43:14,0 days 03:58:06,9
50,Female,Senior,0 days 03:58:07,0 days 04:14:10,8
50,Female,Senior,0 days 04:14:11,0 days 04:33:13,7
50,Female,Senior,0 days 04:33:14,0 days 04:55:14,6
50,Female,Senior,0 days 04:55:15,0 days 05:20:50,5
50,Female,Senior,0 days 05:20:51,0 days 05:51:47,4
50,Female,Senior,0 days 05:51:48,0 days 06:28:41,3
50,Female,Senior,0 days 06:28:42,106751 days 23:47:16.854775807,1
50,Female,Veteran,0 days 00:00:00,0 days 03:49:10,10
50,Female,Veteran,0 days 03:49:11,0 days 04:04:03,9
50,Female,Veteran,0 days 04:04:04,0 days 04:21:19,8
50,Female,Veteran,0 days 04:21:20,0 days 04:40:21,7
50,Female,Veteran,0 days 04:40:22,0 days 05:02:59,6
50,Female,Veteran,0 days 05:03:00,0 days 05:29:10,5
50,Female,Veteran,0 days 05:29:11,0 days 06:00:43,4
50,Female,Veteran,0 days 06:00:44,106751 days 23:47:16.854775807,1
50,Female,Master,0 days 00:00:00,0 days 04:12:23,10
50,Female,Master,0 days 04:12:24,0 days 04:28:27,9
50,Female,Master,0 days 04:28:28,0 days 04:46:54,8
50,Female,Master,0 days 04:46:55,0 days 05:08:20,7
50,Female,Master,0 days 05:08:21,0 days 05:33:20,6
50,Female,Master,0 days 05:33:21,0 days 06:01:54,5
50,Female,Master,0 days 06:01:55,106751 days 23:47:16.854775807,1
50,Female,Grand Master,0 days 00:00:00,0 days 04:46:19,10
50,Female,Grand Master,0 days 04:46:20,0 days 05:04:46,9
50,Female,Grand Master,0 days 05:04:47,0 days 05:26:11,8
50,Female,Grand Master,0 days 05:26:12,0 days 05:50:00,7
50,Female,Grand Master,0 days 05:50:01,0 days 06:17:59,6
50,Female,Grand Master,0 days 06:18:00,106751 days 23:47:16.854775807,1
50,Female,Great Grand Master,0 days 00:00:00,0 days 05:31:33,10
50,Female,Great Grand Master,0 days 05:31:34,0 days 05:52:59,9
50,Female,Great Grand Master,0 days 05:53:00,0 days 06:17:23,8
50,Female,Great Grand Master,0 days 06:17:24,0 days 06:45:21,7
50,Female,Great Grand Master,0 days 06:45:22,0 days 07:17:30,6
50,Female,Great Grand Master,0 days 07:17:31,106751 days 23:47:16.854775807,1
