Distance,Gender,Catergory,TimeFrom,TimeTo,Points
8,Female,Grand Master,01:35:16,01:46:15,9
8,Female,Grand Master,01:46:16,01:57:14,8
8,Female,Grand Master,01:57:15,02:08:13,7
8,Female,Grand Master,02:08:14,02:19:13,6
8,Female,Grand Master,02:19:14,Finisher,1
8,Female,Great Grand Master,00:00:00,01:37:50,10
8,Female,Great Grand Master,01:37:51,01:49:07,9
8,Female,Great Grand Master,01:49:08,02:00:24,8
8,Female,Great Grand Master,02:00:25,02:11:41,7
8,Female,Great Grand Master,02:11:42,02:22:59,6
8,Female,Great Grand Master,02:23:00,Finisher,1
15,Female,Junior,00:00:00,01:39:15,10
15,Female,Junior,01:39:16,01:45:30,9
15,Female,Junior,01:45:31,01:51:45,8
15,Female,Junior,01:51:46,01:57:45,7
15,Female,Junior,01:57:46,02:04:00,6
15,Female,Junior,02:04:01,02:10:15,5
15,Female,Junior,02:10:16,02:16:30,4
15,Female,Junior,02:16:31,02:22:45,3
15,Female,Junior,02:22:46,02:30:00,2
15,Female,Junior,02:30:01,Finisher,1
15,Female,Senior,00:00:00,01:39:15,10
15,Female,Senior,01:39:16,01:45:30,9
15,Female,Senior,01:45:31,01:51:45,8
15,Female,Senior,01:51:46,01:57:45,7
15,Female,Senior,01:57:46,02:04:00,6
15,Female,Senior,02:04:01,02:10:15,5
15,Female,Senior,02:10:16,02:16:30,4
15,Female,Senior,02:16:31,02:22:45,3
15,Female,Senior,02:22:46,02:30:00,2
15,Female,Senior,02:30:01,Finisher,1
15,Female,Veteran,00:00:00,01:45:00,10
15,Female,Veteran,01:45:01,01:50:30,9
15,Female,Veteran,01:50:31,01:56:00,8
15,Female,Veteran,01:56:01,02:01:30,7
15,Female,Veteran,02:01:31,02:07:00,6
15,Female,Veteran,02:07:01,02:12:30,5
15,Female,Veteran,02:12:31,02:18:00,4
15,Female,Veteran,02:18:01,02:23:30,3
15,Female,Veteran,02:23:31,02:30:00,2
15,Female,Veteran,02:30:01,Finisher,1
15,Female,Master,00:00:00,01:49:30,10
15,Female,Master,01:49:31,01:54:30,9
15,Female,Master,01:54:31,01:59:30,8
15,Female,Master,01:59:31,02:04:30,7
15,Female,Master,02:04:31,02:09:30,6
15,Female,Master,02:09:31,02:14:30,5
15,Female,Master,02:14:31,02:19:30,4
15,Female,Master,02:19:31,02:24:30,3
15,Female,Master,02:24:31,02:30:00,2
15,Female,Master,02:30:01,Finisher,1
15,Female,Grand Master,00:00:00,01:53:00,10
15,Female,Grand Master,01:53:01,01:57:45,9
15,Female,Grand Master,01:57:46,02:02:15,8
15,Female,Grand Master,02:02:16,02:06:45,7
15,Female,Grand Master,02:06:46,02:11:15,6
15,Female,Grand Master,02:11:16,02:16:00,5
15,Female,Grand Master,02:16:01,02:20:30,4
15,Female,Grand Master,02:20:31,02:25:00,3
15,Female,Grand Master,02:25:01,02:30:00,2
15,Female,Grand Master,02:30:01,Finisher,1
15,Female,Great Grand Master,00:00:00,01:53:45,10
15,Female,Great Grand Master,01:53:46,01:58:15,9
15,Female,Great Grand Master,01:58:16,02:02:30,8
15,Female,Great Grand Master,02:02:31,02:07:00,7
15,Female,Great Grand Master,02:07:01,02:11:15,6
15,Female,Great Grand Master,02:11:16,02:15:45,5
15,Female,Great Grand Master,02:15:46,02:20:15,4
15,Female,Great Grand Master,02:20:16,02:24:30,3
15,Female,Great Grand Master,02:24:31,02:30:00,2
15,Female,Great Grand Master,02:30:01,Finisher,1
21,Female,Junior,00:00:00,02:22:00,10
21,Female,Junior,02:22:01,02:30:30,9
21,Female,Junior,02:30:31,02:39:00,8
21,Female,Junior,02:39:01,02:47:30,7
21,Female,Junior,02:47:31,02:56:00,6
21,Female,Junior,02:56:01,03:04:30,5
21,Female,Junior,03:04:31,03:13:00,4
21,Female,Junior,03:13:01,03:21:30,3
21,Female,Junior,03:21:31,03:30:00,2
21,Female,Junior,03:30:01,Finisher,1
21,Female,Senior,00:00:00,02:22:00,10
21,Female,Senior,02:22:01,02:30:30,9
21,Female,Senior,02:30:31,02:39:00,8
21,Female,Senior,02:39:01,02:47:30,7
21,Female,Senior,02:47:31,02:56:00,6
21,Female,Senior,02:56:01,03:04:30,5
21,Female,Senior,03:04:31,03:13:00,4
21,Female,Senior,03:13:01,03:21:30,3
21,Female,Senior,03:21:31,03:30:00,2
21,Female,Senior,03:30:01,Finisher,1
21,Female,Veteran,00:00:00,02:30:00,10
21,Female,Veteran,02:30:01,02:37:30,9
21,Female,Veteran,02:37:31,02:45:00,8
21,Female,Veteran,02:45:01,02:52:30,7
21,Female,Veteran,02:52:31,03:00:00,6
21,Female,Veteran,03:00:01,03:07:30,5
21,Female,Veteran,03:07:31,03:15:00,4
21,Female,Veteran,03:15:01,03:22:30,3
21,Female,Veteran,03:22:31,03:30:00,2
21,Female,Veteran,03:30:01,Finisher,1
21,Female,Master,00:00:00,02:36:00,10
21,Female,Master,02:36:01,02:42:45,9
21,Female,Master,02:42:46,02:49:30,8
21,Female,Master,02:49:31,02:56:15,7
21,Female,Master,02:56:16,03:03:00,6
21,Female,Master,03:03:01,03:09:45,5
21,Female,Master,03:09:46,03:16:30,4
21,Female,Master,03:16:31,03:23:15,3
21,Female,Master,03:23:16,03:30:00,2
21,Female,Master,03:30:01,Finisher,1
21,Female,Grand Master,00:00:00,02:40:00,10
21,Female,Grand Master,02:40:01,02:46:15,9
21,Female,Grand Master,02:46:16,02:52:30,8
21,Female,Grand Master,02:52:31,02:58:45,7
21,Female,Grand Master,02:58:46,03:05:00,6
21,Female,Grand Master,03:05:01,03:11:15,5
21,Female,Grand Master,03:11:16,03:17:30,4
21,Female,Grand Master,03:17:31,03:23:45,3
21,Female,Grand Master,03:23:46,03:30:00,2
21,Female,Grand Master,03:30:01,Finisher,1
21,Female,Great Grand Master,00:00:00,02:42:00,10
21,Female,Great Grand Master,02:42:01,02:48:00,9
21,Female,Great Grand Master,02:48:01,02:54:00,8
21,Female,Great Grand Master,02:54:01,03:00:00,7
21,Female,Great Grand Master,03:00:01,03:06:00,6
21,Female,Great Grand Master,03:06:01,03:12:00,5
21,Female,Great Grand Master,03:12:01,03:18:00,4
21,Female,Great Grand Master,03:18:01,03:24:00,3
21,Female,Great Grand Master,03:24:01,03:30:00,2
21,Female,Great Grand Master,03:30:01,Finisher,1
16,Female,Junior,00:00:00,02:47:20,10
16,Female,Junior,02:47:21,03:06:39,9
16,Female,Junior,03:06:40,03:25:57,8
16,Female,Junior,03:25:58,03:45:16,7
16,Female,Junior,03:45:17,04:04:34,6
16,Female,Junior,04:04:35,Finisher,1
16,Female,Senior,00:00:00,02:47:20,10
16,Female,Senior,02:47:21,03:06:39,9
16,Female,Senior,03:06:40,03:25:57,8
16,Female,Senior,03:25:58,03:45:16,7
16,Female,Senior,03:45:17,04:04:34,6
16,Female,Senior,04:04:35,Finisher,1
16,Female,Veteran,00:00:00,02:57:38,10
16,Female,Veteran,02:57:39,03:18:08,9
16,Female,Veteran,03:18:09,03:38:38,8
16,Female,Veteran,03:38:39,03:59:07,7
16,Female,Veteran,03:59:08,Finisher,1
16,Female,Master,00:00:00,03:05:21,10
16,Female,Master,03:05:22,03:26:45,9
16,Female,Master,03:26:46,03:48:08,8
16,Female,Master,03:48:09,Finisher,1
16,Female,Grand Master,00:00:00,03:10:30,10
16,Female,Grand Master,03:10:31,03:32:29,9
16,Female,Grand Master,03:32:30,03:54:28,8
16,Female,Grand Master,03:54:29,Finisher,1
16,Female,Great Grand Master,00:00:00,03:15:39,10
16,Female,Great Grand Master,03:15:40,03:38:14,9
16,Female,Great Grand Master,03:38:15,04:00:48,8
16,Female,Great Grand Master,04:00:49,Finisher,1
32,Female,Junior,00:00:00,03:36:23,10
32,Female,Junior,03:36:24,03:49:20,9
32,Female,Junior,03:49:21,04:02:17,8
32,Female,Junior,04:02:18,04:15:14,7
32,Female,Junior,04:15:15,04:28:11,6
32,Female,Junior,04:28:12,04:41:09,5
32,Female,Junior,04:41:10,04:54:06,4
32,Female,Junior,04:54:07,Finisher,1
32,Female,Senior,00:00:00,03:36:23,10
32,Female,Senior,03:36:24,03:49:20,9
32,Female,Senior,03:49:21,04:02:17,8
32,Female,Senior,04:02:18,04:15:14,7
32,Female,Senior,04:15:15,04:28:11,6
32,Female,Senior,04:28:12,04:41:09,5
32,Female,Senior,04:41:10,04:54:06,4
32,Female,Senior,04:54:07,Finisher,1
32,Female,Veteran,00:00:00,03:48:34,10
32,Female,Veteran,03:48:35,04:00:00,9
32,Female,Veteran,04:00:01,04:11:26,8
32,Female,Veteran,04:11:27,04:22:51,7
32,Female,Veteran,04:22:52,04:34:17,6
32,Female,Veteran,04:34:18,04:45:43,5
32,Female,Veteran,04:45:44,04:57:09,4
32,Female,Veteran,04:57:10,Finisher,1
32,Female,Master,00:00:00,03:57:43,10
32,Female,Master,03:57:44,04:08:00,9
32,Female,Master,04:08:01,04:18:17,8
32,Female,Master,04:18:18,04:28:34,7
32,Female,Master,04:28:35,04:38:51,6
32,Female,Master,04:38:52,04:49:09,5
32,Female,Master,04:49:10,04:59:26,4
32,Female,Master,04:59:27,Finisher,1
32,Female,Grand Master,00:00:00,04:03:49,10
32,Female,Grand Master,04:03:50,04:13:20,9
32,Female,Grand Master,04:13:21,04:22:51,8
32,Female,Grand Master,04:22:52,04:32:23,7
32,Female,Grand Master,04:32:24,04:41:54,6
32,Female,Grand Master,04:41:55,04:51:26,5
32,Female,Grand Master,04:51:27,05:00:57,4
32,Female,Grand Master,05:00:58,Finisher,1
32,Female,Great Grand Master,00:00:00,04:06:51,10
32,Female,Great Grand Master,04:06:52,04:16:00,9
32,Female,Great Grand Master,04:16:01,04:25:09,8
32,Female,Great Grand Master,04:25:10,04:34:17,7
32,Female,Great Grand Master,04:34:18,04:43:26,6
32,Female,Great Grand Master,04:43:27,04:52:34,5
32,Female,Great Grand Master,04:52:35,05:01:43,4
32,Female,Great Grand Master,05:01:44,Finisher,1
42,Female,Junior,00:00:00,03:36:23,10
42,Female,Junior,03:36:24,03:49:20,9
42,Female,Junior,03:49:21,04:02:17,8
42,Female,Junior,04:02:18,04:15:14,7
42,Female,Junior,04:15:15,04:28:11,6
42,Female,Junior,04:28:12,04:41:09,5
42,Female,Junior,04:41:10,04:54:06,4
42,Female,Junior,04:54:07,Finisher,1
42,Female,Senior,00:00:00,03:36:23,10
42,Female,Senior,03:36:24,03:49:20,9
42,Female,Senior,03:49:21,04:02:17,8
42,Female,Senior,04:02:18,04:15:14,7
42,Female,Senior,04:15:15,04:28:11,6
42,Female,Senior,04:28:12,04:41:09,5
42,Female,Senior,04:41:10,04:54:06,4
42,Female,Senior,04:54:07,Finisher,1
42,Female,Veteran,00:00:00,03:48:34,10
42,Female,Veteran,03:48:35,04:00:00,9
42,Female,Veteran,04:00:01,04:11:26,8
42,Female,Veteran,04:11:27,04:22:51,7
42,Female,Veteran,04:22:52,04:34:17,6
42,Female,Veteran,04:34:18,04:45:43,5
42,Female,Veteran,04:45:44,04:57:09,4
42,Female,Veteran,04:57:10,Finisher,1
42,Female,Master,00:00:00,03:57:43,10
42,Female,Master,03:57:44,04:08:00,9
42,Female,Master,04:08:01,04:18:17,8
42,Female,Master,04:18:18,04:28:34,7
42,Female,Master,04:28:35,04:38:51,6
42,Female,Master,04:38:52,04:49:09,5
42,Female,Master,04:49:10,04:59:26,4
42,Female,Master,04:59:27,Finisher,1
42,Female,Grand Master,00:00:00,04:03:49,10
42,Female,Grand Master,04:03:50,04:13:20,9
42,Female,Grand Master,04:13:21,04:22:51,8
42,Female,Grand Master,04:22:52,04:32:23,7
42,Female,Grand Master,04:32:24,04:41:54,6
42,Female,Grand Master,04:41:55,04:51:26,5
42,Female,Grand Master,04:51:27,05:00:57,4
42,Female,Grand Master,05:00:58,Finisher,1
42,Female,Great Grand Master,00:00:00,04:06:51,10
42,Female,Great Grand Master,04:06:52,04:16:00,9
42,Female,Great Grand Master,04:16:01,04:25:09,8
42,Female,Great Grand Master,04:25:10,04:34:17,7
42,Female,Great Grand Master,04:34:18,04:43:26,6
42,Female,Great Grand Master,04:43:27,04:52:34,5
42,Female,Great Grand Master,04:52:35,05:01:43,4
42,Female,Great Grand Master,05:01:44,Finisher,1
